home_team,away_team,date,home_goals,home_assists,home_pens_made,home_pens_att,home_shots,home_shots_on_target,home_cards_yellow,home_cards_red,home_touches,home_tackles,home_interceptions,home_blocks,home_xg,home_npxg,home_xg_assist,home_sca,home_gca,home_passes_completed,home_passes,home_passes_pct,home_progressive_passes,home_carries,home_progressive_carries,home_take_ons,home_take_ons_won,home_passes_total_distance,home_passes_progressive_distance,home_passes_completed_short,home_passes_short,home_passes_pct_short,home_passes_completed_medium,home_passes_medium,home_passes_pct_medium,home_passes_completed_long,home_passes_long,home_passes_pct_long,home_pass_xa,home_assisted_shots,home_passes_into_final_third,home_passes_into_penalty_area,home_crosses_into_penalty_area,home_passes_live,home_passes_dead,home_passes_free_kicks,home_through_balls,home_passes_switches,home_crosses,home_throw_ins,home_corner_kicks,home_corner_kicks_in,home_corner_kicks_out,home_corner_kicks_straight,home_passes_offsides,home_passes_blocked,home_tackles_won,home_tackles_def_3rd,home_tackles_mid_3rd,home_tackles_att_3rd,home_challenge_tackles,home_challenges,home_challenge_tackles_pct,home_challenges_lost,home_blocked_shots,home_blocked_passes,home_tackles_interceptions,home_clearances,home_errors,home_touches_def_pen_area,home_touches_def_3rd,home_touches_mid_3rd,home_touches_att_3rd,home_touches_att_pen_area,home_touches_live_ball,home_take_ons_won_pct,home_take_ons_tackled,home_take_ons_tackled_pct,home_carries_distance,home_carries_progressive_distance,home_carries_into_final_third,home_carries_into_penalty_area,home_miscontrols,home_dispossessed,home_passes_received,home_progressive_passes_received,home_cards_yellow_red,home_fouls,home_fouled,home_offsides,home_pens_won,home_pens_conceded,home_own_goals,home_ball_recoveries,home_aerials_won,home_aerials_lost,home_aerials_won_pct,away_goals,away_assists,away_pens_made,away_pens_att,away_shots,away_shots_on_target,away_cards_yellow,away_cards_red,away_touches,away_tackles,away_interceptions,away_blocks,away_xg,away_npxg,away_xg_assist,away_sca,away_gca,away_passes_completed,away_passes,away_passes_pct,away_progressive_passes,away_carries,away_progressive_carries,away_take_ons,away_take_ons_won,away_passes_total_distance,away_passes_progressive_distance,away_passes_completed_short,away_passes_short,away_passes_pct_short,away_passes_completed_medium,away_passes_medium,away_passes_pct_medium,away_passes_completed_long,away_passes_long,away_passes_pct_long,away_pass_xa,away_assisted_shots,away_passes_into_final_third,away_passes_into_penalty_area,away_crosses_into_penalty_area,away_passes_live,away_passes_dead,away_passes_free_kicks,away_through_balls,away_passes_switches,away_crosses,away_throw_ins,away_corner_kicks,away_corner_kicks_in,away_corner_kicks_out,away_corner_kicks_straight,away_passes_offsides,away_passes_blocked,away_tackles_won,away_tackles_def_3rd,away_tackles_mid_3rd,away_tackles_att_3rd,away_challenge_tackles,away_challenges,away_challenge_tackles_pct,away_challenges_lost,away_blocked_shots,away_blocked_passes,away_tackles_interceptions,away_clearances,away_errors,away_touches_def_pen_area,away_touches_def_3rd,away_touches_mid_3rd,away_touches_att_3rd,away_touches_att_pen_area,away_touches_live_ball,away_take_ons_won_pct,away_take_ons_tackled,away_take_ons_tackled_pct,away_carries_distance,away_carries_progressive_distance,away_carries_into_final_third,away_carries_into_penalty_area,away_miscontrols,away_dispossessed,away_passes_received,away_progressive_passes_received,away_cards_yellow_red,away_fouls,away_fouled,away_offsides,away_pens_won,away_pens_conceded,away_own_goals,away_ball_recoveries,away_aerials_won,away_aerials_lost,away_aerials_won_pct
Burnley,Newcastle United,2017-10-30,1,1,0,0,12,5,3,0,617,14,11,7,0.9,0.9,0.8,21,2,367,506,72.5,32,270,14,11,9,6572,2586,170,200,85.0,137,184,74.5,45,90,50.0,0.8,9,26,6,0,459,43,11,1,3,26,22,5,3,1,1,4,8,11,6,8,0,4,11,36.4,7,4,3,25,30,0,45,149,342,130,17,617,81.8,2,18.2,1449,737,13,0,15,8,364,32,0,9,7,4,0,0,0,55,24,28,46.2,0,0,0,0,12,5,0,0,668,10,12,8,0.5,0.5,0.3,22,0,432,563,76.7,33,303,12,11,7,8232,3096,170,201,84.6,203,243,83.5,54,106,50.9,0.3,8,33,2,2,515,47,13,0,6,16,22,3,1,0,0,1,4,6,2,7,1,2,11,18.2,9,3,5,22,30,0,61,224,330,119,6,668,63.6,4,36.4,1385,818,11,1,16,10,428,33,0,10,7,1,0,0,0,56,28,24,53.8
Stoke City,Leicester City,2017-11-04,2,2,0,0,11,7,0,0,521,15,12,8,1.0,1.0,1.0,20,4,308,429,71.8,36,273,17,10,6,5766,2378,139,165,84.2,112,155,72.3,44,79,55.7,0.8,11,28,6,1,372,57,13,2,3,20,28,4,1,3,0,0,13,11,10,5,0,3,9,33.3,6,5,3,27,21,0,52,135,239,156,28,521,60.0,4,40.0,1545,842,18,8,12,10,304,36,0,12,8,0,0,0,0,47,27,26,50.9,2,2,0,0,14,4,0,0,580,14,4,12,1.6,1.6,1.1,24,4,362,478,75.7,27,293,19,9,6,6057,2086,173,200,86.5,133,169,78.7,37,72,51.4,0.9,11,28,3,1,420,53,11,0,2,21,24,10,7,0,0,5,6,11,8,5,1,4,10,40.0,6,1,11,18,26,0,54,170,291,123,25,580,66.7,3,33.3,1848,1086,11,8,12,12,358,27,0,8,12,5,0,0,0,54,26,27,49.1
Southampton,Burnley,2017-11-04,0,0,0,0,13,3,0,0,720,15,4,10,0.7,0.7,0.6,23,0,497,633,78.5,55,465,25,13,11,8708,2710,232,257,90.3,209,256,81.6,46,93,49.5,0.8,10,44,8,3,581,50,5,3,4,26,27,9,5,1,1,2,10,11,4,9,2,3,10,30.0,7,2,8,19,20,0,42,151,394,184,24,720,84.6,2,15.4,2307,1170,14,7,13,9,490,54,0,4,4,2,0,0,0,58,15,23,39.5,1,1,0,0,5,1,0,0,491,11,11,12,0.2,0.2,0.1,8,2,269,391,68.8,28,209,8,10,7,5171,2059,105,120,87.5,113,152,74.3,43,95,45.3,0.2,4,28,5,2,342,48,6,0,2,11,32,1,0,1,0,1,10,7,10,1,0,2,13,15.4,11,4,8,22,36,0,69,166,231,97,7,491,70.0,3,30.0,1073,468,7,1,11,12,268,28,0,4,4,1,0,0,0,44,23,15,60.5
Swansea City,Brighton & Hove Albion,2017-11-04,0,0,0,0,12,2,2,0,612,12,10,8,1.5,1.5,0.7,18,0,404,523,77.2,59,252,19,19,11,8025,2992,155,184,84.2,179,211,84.8,63,110,57.3,1.1,6,40,9,2,469,53,14,2,3,31,22,8,5,3,0,1,7,7,4,6,2,3,6,50.0,3,1,7,22,20,0,41,145,320,153,28,612,57.9,8,42.1,1602,965,12,6,8,9,401,58,0,13,11,1,0,0,0,50,27,21,56.3,1,1,0,0,5,2,1,0,503,17,10,12,0.9,0.9,0.8,6,2,279,410,68.0,28,203,8,6,3,5558,2243,124,146,84.9,102,135,75.6,46,105,43.8,0.6,3,16,1,1,355,53,14,0,5,20,16,7,1,6,0,2,9,10,10,6,1,8,19,42.1,11,7,5,27,38,0,85,215,201,94,5,503,50.0,3,50.0,1130,536,10,1,11,9,276,28,0,12,13,2,0,0,0,55,21,27,43.8
Huddersfield Town,West Bromwich Albion,2017-11-04,1,1,0,0,7,3,3,1,586,20,17,7,0.3,0.3,0.2,12,2,364,468,77.8,35,304,22,12,5,6832,2542,163,177,92.1,126,161,78.3,61,99,61.6,0.2,5,20,2,1,412,52,19,1,3,16,22,3,3,0,0,4,8,12,9,10,1,6,15,40.0,9,4,3,37,34,0,63,210,256,128,9,586,41.7,7,58.3,2065,1137,14,3,14,6,360,34,1,8,15,4,0,0,0,47,18,17,51.4,0,0,0,0,9,3,4,0,562,13,11,4,0.4,0.4,0.4,16,0,362,474,76.4,34,309,14,15,9,7089,2755,145,169,85.8,149,176,84.7,63,109,57.8,0.5,9,28,5,4,417,53,12,1,4,21,30,5,4,1,0,4,5,10,9,4,0,7,12,58.3,5,0,4,24,22,0,43,170,276,120,11,562,60.0,6,40.0,1486,713,9,2,16,14,360,33,0,15,7,4,0,0,0,51,17,18,48.6
Newcastle United,Bournemouth,2017-11-04,0,0,0,0,16,4,2,0,525,19,12,14,0.7,0.7,0.7,24,0,298,422,70.6,37,207,15,10,8,6091,2868,130,155,83.9,119,155,76.8,46,95,48.4,1.0,14,31,5,2,366,51,13,1,4,26,14,11,5,5,0,5,8,12,8,10,1,8,13,61.5,5,5,9,31,33,0,65,172,224,135,16,525,80.0,2,20.0,1067,543,9,3,11,8,296,36,0,11,12,5,0,0,0,45,30,36,45.5,1,1,0,0,16,5,2,0,559,10,10,7,1.5,1.5,1.4,29,2,340,464,73.3,45,202,11,13,5,7165,3324,127,162,78.4,141,178,79.2,70,120,58.3,1.0,14,34,14,3,399,64,16,2,2,25,26,9,5,2,0,1,14,9,6,3,1,2,10,20.0,8,3,4,20,27,2,71,207,210,149,23,559,38.5,8,61.5,1298,534,13,3,11,11,338,45,0,12,10,1,0,0,0,48,36,30,54.5
West Ham United,Liverpool,2017-11-04,1,1,0,0,6,1,3,0,583,10,6,16,1.2,1.2,0.7,12,2,362,486,74.5,30,347,16,12,9,6413,2434,176,198,88.9,125,152,82.2,48,97,49.5,0.5,5,24,2,2,429,52,14,0,3,12,22,2,0,2,0,5,14,5,3,6,1,4,14,28.6,10,1,15,16,14,0,52,138,353,99,8,583,75.0,3,25.0,1809,785,15,2,19,17,360,30,0,9,13,5,0,0,0,61,16,13,55.2,4,2,0,0,15,7,0,0,623,20,7,11,2.7,2.7,1.5,28,7,401,523,76.7,29,278,22,14,10,8066,2877,116,145,80.0,221,255,86.7,56,99,56.6,0.5,12,20,6,0,471,51,14,2,2,5,25,3,1,1,0,1,15,16,10,9,1,3,12,25.0,9,0,11,27,23,0,33,199,339,95,23,623,71.4,4,28.6,1649,906,16,9,19,6,398,29,0,13,8,1,0,0,0,58,13,16,44.8
Tottenham Hotspur,Crystal Palace,2017-11-05,1,0,0,0,12,2,0,0,762,20,13,7,0.9,0.9,0.8,21,1,521,646,80.7,56,364,18,13,7,9788,3224,220,249,88.4,226,265,85.3,68,109,62.4,0.6,10,41,9,1,586,57,11,1,8,30,27,10,3,3,0,3,7,10,8,10,2,5,13,38.5,8,3,4,33,32,1,55,196,387,186,23,762,53.8,6,46.2,2150,1138,17,4,8,13,518,53,0,6,6,3,0,0,0,49,16,14,53.3,0,0,0,0,11,3,2,0,436,19,16,8,0.8,0.8,0.6,17,0,200,310,64.5,24,160,16,13,8,3908,1625,76,99,76.8,73,93,78.5,36,85,42.4,0.3,8,19,3,0,254,52,9,1,3,16,22,9,4,3,2,4,7,13,10,8,1,6,13,46.2,7,4,4,35,44,1,70,160,185,95,14,436,61.5,5,38.5,1136,696,8,5,11,15,198,24,0,7,6,4,0,0,0,52,14,16,46.7
Manchester City,Arsenal,2017-11-05,3,2,1,1,8,4,1,0,759,18,14,9,1.8,1.0,0.8,18,6,567,662,85.6,42,473,33,19,16,8815,2802,289,314,92.0,209,236,88.6,40,67,59.7,1.2,5,30,8,0,617,42,16,5,5,13,16,5,0,4,0,3,6,12,9,7,2,3,8,37.5,5,0,9,32,24,0,75,216,386,166,25,758,84.2,3,15.8,2597,1350,23,7,12,13,566,41,0,15,15,3,1,0,0,60,5,4,55.6,1,1,0,0,6,3,6,0,573,16,15,7,0.3,0.3,0.2,12,2,399,492,81.1,40,356,11,8,5,6656,2667,203,220,92.3,155,183,84.7,30,55,54.5,0.2,4,35,6,1,429,60,17,3,3,8,27,5,4,0,0,3,11,10,9,7,0,3,19,15.8,16,2,5,31,14,0,49,180,267,127,9,573,62.5,3,37.5,1806,736,11,3,17,15,395,40,0,15,14,3,0,1,0,53,4,5,44.4
Everton,Watford,2017-11-05,3,1,1,1,8,4,0,0,467,20,20,12,2.1,1.3,1.2,17,6,215,332,64.8,29,189,9,12,5,4440,2333,87,110,79.1,72,101,71.3,38,80,47.5,0.6,7,24,4,1,273,54,12,0,1,11,21,2,1,0,0,5,7,17,11,6,3,8,21,38.1,13,2,10,40,40,0,61,175,167,130,18,466,41.7,7,58.3,927,424,12,4,20,7,213,29,0,14,12,5,1,1,0,57,24,34,41.4,2,2,0,1,10,3,2,0,644,14,6,8,2.0,1.2,1.1,20,4,399,539,74.0,51,326,25,21,13,6873,3082,196,230,85.2,144,186,77.4,41,78,52.6,0.5,8,34,12,2,471,67,18,0,2,25,36,5,1,3,0,1,14,11,7,5,2,7,12,58.3,5,2,6,20,24,0,47,170,274,208,25,643,61.9,8,38.1,1631,897,15,4,21,12,397,51,0,12,14,1,1,1,0,62,34,24,58.6
Chelsea,Manchester United,2017-11-05,1,1,0,0,18,8,1,0,620,14,17,12,1.6,1.6,0.9,32,2,395,520,76.0,53,338,30,17,10,6615,2602,205,237,86.5,130,165,78.8,46,86,53.5,0.9,12,36,8,1,461,59,20,1,4,19,27,4,3,0,0,0,9,10,5,7,2,5,9,55.6,4,5,7,31,18,0,43,178,266,181,26,620,58.8,7,41.2,2093,1072,15,6,10,6,394,52,0,16,19,0,0,0,0,57,15,19,44.1,0,0,0,0,10,2,3,0,556,13,14,11,0.7,0.7,0.5,16,0,334,449,74.4,24,263,5,9,4,5899,2284,152,180,84.4,107,132,81.1,50,100,50.0,1.0,4,41,8,3,383,66,15,0,7,21,29,7,4,2,0,0,9,5,4,9,0,7,17,41.2,10,4,7,27,23,1,63,149,259,152,14,556,44.4,5,55.6,1349,542,5,1,16,9,333,24,0,20,16,0,0,0,0,47,19,15,55.9
Arsenal,Tottenham Hotspur,2017-11-18,2,2,0,0,14,5,4,0,581,18,16,8,2.1,2.1,2.0,24,4,304,447,68.0,48,306,14,12,7,5471,2598,146,175,83.4,102,140,72.9,44,88,50.0,1.2,11,25,11,0,387,52,16,7,4,16,21,7,6,0,0,8,15,10,12,5,1,6,21,28.6,15,2,6,34,39,2,71,216,230,142,23,581,58.3,5,41.7,1580,819,17,5,20,7,302,48,0,11,15,8,0,0,0,70,16,19,45.7,0,0,0,0,14,4,1,0,721,12,17,18,0.7,0.7,0.6,27,0,472,604,78.1,50,399,20,21,15,8649,2900,190,212,89.6,223,266,83.8,51,107,47.7,0.7,12,42,10,2,543,60,19,4,4,20,28,4,0,0,2,1,8,7,2,7,3,5,12,41.7,7,5,13,29,23,1,59,219,330,179,21,721,71.4,6,28.6,1988,948,19,2,14,12,465,48,0,16,11,1,0,0,0,61,19,16,54.3
West Bromwich Albion,Chelsea,2017-11-18,0,0,0,0,7,2,2,0,521,18,13,7,0.8,0.8,0.2,13,0,326,421,77.4,31,308,18,16,10,6417,2408,132,150,88.0,133,153,86.9,53,93,57.0,0.7,5,34,5,1,375,43,12,1,5,21,18,3,3,0,0,3,8,13,11,5,2,9,24,37.5,15,2,5,31,22,0,55,182,238,112,15,521,62.5,6,37.5,1641,902,11,2,19,8,325,31,0,13,9,3,0,0,0,55,19,13,59.4,4,3,0,0,11,7,3,0,743,14,10,6,1.6,1.6,1.2,19,7,553,651,84.9,49,471,34,24,15,9661,3287,258,281,91.8,208,232,89.7,68,98,69.4,0.9,8,42,8,2,608,42,16,4,7,17,15,4,2,1,0,1,11,8,8,2,4,6,16,37.5,10,0,6,24,21,1,64,242,332,176,22,743,62.5,9,37.5,2710,1504,24,9,13,9,549,48,0,12,12,1,0,0,0,54,13,19,40.6
Bournemouth,Huddersfield Town,2017-11-18,4,3,0,0,9,5,5,1,397,12,8,9,0.7,0.7,0.6,16,6,165,275,60.0,14,150,12,9,4,3215,1493,72,100,72.0,64,103,62.1,27,65,41.5,0.8,6,10,4,2,227,47,10,1,1,10,15,8,4,0,0,1,4,12,7,4,1,3,14,21.4,11,5,4,20,55,0,82,191,135,76,16,397,44.4,5,55.6,955,451,9,5,9,14,163,14,1,13,9,1,0,0,0,41,20,12,62.5,0,0,0,0,19,3,2,0,702,19,10,4,1.2,1.2,1.1,36,0,476,611,77.9,48,375,21,14,11,9734,2985,159,187,85.0,248,296,83.8,66,118,55.9,0.9,14,42,8,5,550,61,14,1,4,46,25,11,4,3,0,0,11,11,9,8,2,5,9,55.6,4,0,4,29,9,1,49,150,334,223,26,702,78.6,3,21.4,2277,1173,16,5,13,9,471,48,0,10,13,0,0,0,0,51,12,20,37.5
Liverpool,Southampton,2017-11-18,3,2,0,0,21,8,1,0,720,11,6,11,2.0,2.0,1.4,38,5,505,616,82.0,47,305,22,32,15,9215,3625,222,247,89.9,220,256,85.9,53,94,56.4,1.0,14,42,10,2,559,55,10,2,2,20,25,10,4,3,0,2,5,9,5,3,3,5,8,62.5,3,2,9,17,21,0,42,214,324,191,28,720,46.9,17,53.1,1857,940,16,6,12,9,501,46,0,15,9,2,0,0,0,57,10,17,37.0,0,0,0,0,5,0,1,0,521,26,12,12,0.4,0.4,0.3,10,0,282,397,71.0,29,240,9,8,3,5365,2138,126,149,84.6,111,142,78.2,35,81,43.2,0.3,4,28,4,1,340,55,16,2,7,12,20,2,1,1,0,2,11,20,13,11,2,17,32,53.1,15,7,5,38,36,2,76,182,235,112,10,521,37.5,5,62.5,1172,577,3,1,16,6,279,29,0,9,14,2,0,0,0,56,17,10,63.0
Burnley,Swansea City,2017-11-18,2,2,0,0,17,7,1,0,447,23,8,13,1.6,1.6,1.4,29,4,224,345,64.9,33,232,13,9,6,4732,2297,95,119,79.8,89,124,71.8,38,93,40.9,0.7,13,18,11,3,290,52,13,0,3,27,16,8,4,4,0,3,9,15,12,10,1,7,22,31.8,15,3,10,31,18,0,60,144,192,116,26,447,66.7,3,33.3,1261,520,10,1,11,7,221,32,0,12,10,3,0,0,0,42,21,22,48.8,0,0,0,0,14,1,1,0,637,10,8,8,0.6,0.6,0.5,26,0,416,531,78.3,35,274,25,22,15,7703,2966,192,214,89.7,167,207,80.7,51,88,58.0,0.3,11,34,8,4,476,54,14,0,4,26,25,6,5,0,0,1,11,9,4,4,2,3,9,33.3,6,5,3,18,35,0,82,199,315,132,18,637,68.2,7,31.8,2053,1117,19,5,11,16,414,35,0,12,11,1,0,0,0,49,22,21,51.2
Crystal Palace,Everton,2017-11-18,2,1,0,0,16,7,2,0,714,12,13,6,2.2,2.2,1.5,24,3,485,609,79.6,59,463,20,25,13,8414,3084,250,280,89.3,186,222,83.8,43,89,48.3,0.7,9,55,9,2,529,79,26,0,7,29,38,9,3,2,4,1,11,9,6,5,1,5,14,35.7,9,1,5,25,16,1,45,163,348,209,27,714,52.0,12,48.0,2242,964,20,10,18,22,482,58,0,9,25,1,0,1,0,55,16,17,48.5,2,1,1,1,7,4,3,0,434,34,20,12,1.8,1.0,0.9,14,4,174,279,62.4,15,143,9,14,9,3603,1660,75,101,74.3,61,83,73.5,29,77,37.7,0.6,5,8,5,2,234,44,9,1,2,12,18,4,4,0,0,1,5,26,19,10,5,12,25,48.0,13,4,8,54,49,0,71,190,158,90,13,433,64.3,5,35.7,935,414,8,3,18,7,173,15,0,26,9,1,1,0,0,46,17,16,51.5
Leicester City,Manchester City,2017-11-18,0,0,0,0,2,0,1,0,392,11,12,15,0.2,0.2,0.0,4,0,199,300,66.3,17,150,8,15,10,3680,1644,87,109,79.8,65,88,73.9,31,72,43.1,0.2,1,12,2,1,244,53,11,1,1,4,26,1,0,0,0,3,9,7,4,6,1,3,16,18.8,13,2,13,23,25,0,73,153,187,55,6,392,66.7,5,33.3,917,354,5,2,13,8,197,16,0,8,9,3,0,0,0,41,11,13,45.8,2,2,0,0,12,4,1,0,912,13,9,9,1.9,1.9,1.8,23,4,724,820,88.3,68,605,32,16,13,11860,3753,369,399,92.5,295,320,92.2,42,63,66.7,2.1,10,49,14,0,774,45,11,4,5,14,19,7,0,6,0,1,14,10,6,5,2,5,15,33.3,10,1,8,22,17,0,45,187,511,218,42,912,81.3,3,18.8,3095,1734,22,16,17,8,722,68,0,10,8,1,0,0,0,53,13,11,54.2
Manchester United,Newcastle United,2017-11-18,4,4,0,0,16,7,1,0,776,15,5,5,3.1,3.1,2.8,32,8,577,687,84.0,49,458,33,24,12,10086,3194,270,288,93.8,197,231,85.3,75,111,67.6,2.9,13,38,15,3,628,58,10,3,10,37,26,11,6,1,0,1,15,12,6,7,2,5,17,29.4,12,1,4,20,21,0,45,157,387,235,38,776,50.0,12,50.0,2275,1219,17,9,9,6,573,49,0,10,9,1,0,0,0,52,14,13,51.9,1,1,0,0,12,5,1,0,490,18,9,12,1.2,1.2,1.1,23,2,279,373,74.8,26,261,17,17,12,4870,2157,152,174,87.4,95,120,79.2,28,67,41.8,0.5,10,22,5,0,330,42,11,1,1,12,12,4,3,1,0,1,5,13,12,5,1,12,24,50.0,12,3,9,27,39,0,76,197,203,96,16,490,70.6,5,29.4,1465,775,12,2,9,10,275,25,0,9,10,1,0,0,0,43,13,14,48.1
Watford,West Ham United,2017-11-19,2,2,0,0,17,7,1,0,753,13,9,7,1.0,1.0,0.9,31,2,532,649,82.0,48,494,29,10,7,9163,2818,245,279,87.8,224,261,85.8,45,77,58.4,1.0,14,49,11,1,616,33,13,0,2,21,12,3,3,0,0,0,11,9,5,5,3,9,18,50.0,9,1,6,22,23,0,41,173,363,223,31,753,70.0,3,30.0,2423,1316,26,9,16,3,528,48,0,13,9,0,0,0,0,67,22,23,48.9,0,0,0,0,10,5,4,0,583,6,22,12,1.6,1.6,0.9,17,0,359,478,75.1,21,323,9,18,9,6550,2289,155,178,87.1,135,172,78.5,51,93,54.8,0.7,6,32,4,2,426,49,12,1,3,16,24,1,1,0,0,3,7,5,4,2,0,3,10,30.0,7,2,10,28,27,1,50,165,296,128,12,583,50.0,9,50.0,1674,694,11,1,14,4,356,21,0,10,13,3,0,0,0,59,23,22,51.1
Brighton & Hove Albion,Stoke City,2017-11-20,2,1,0,0,9,3,1,0,603,14,15,10,0.5,0.5,0.3,17,3,393,513,76.6,46,356,27,16,11,7183,2397,169,200,84.5,156,183,85.2,55,97,56.7,0.6,6,32,4,1,474,36,6,3,7,23,17,6,3,3,0,3,9,8,7,5,2,5,23,21.7,18,4,6,29,21,2,56,180,290,141,18,603,68.8,5,31.3,2290,1402,18,7,14,5,389,45,0,13,5,3,0,0,0,58,9,22,29.0,2,1,0,0,13,6,0,0,544,10,14,4,1.0,1.0,0.7,23,4,343,448,76.6,44,325,16,23,18,6121,2472,152,175,86.9,133,166,80.1,39,72,54.2,1.3,11,24,10,1,389,58,16,0,2,23,24,7,6,1,0,1,10,7,6,3,1,5,16,31.3,11,0,4,24,32,0,50,154,273,125,24,544,78.3,5,21.7,1568,864,14,3,8,9,342,44,0,5,12,1,0,0,0,44,22,9,71.0
West Ham United,Leicester City,2017-11-24,1,1,0,0,8,4,1,0,548,19,4,10,0.9,0.9,0.8,15,2,325,441,73.7,31,298,21,26,18,5357,2251,182,209,87.1,101,140,72.1,33,71,46.5,1.4,7,25,4,2,387,54,12,0,2,31,27,5,5,0,0,0,10,12,5,14,0,7,16,43.8,9,0,10,23,16,0,35,104,283,165,18,548,69.2,8,30.8,1758,730,12,7,19,16,322,30,0,9,12,0,0,0,0,59,26,23,53.1,1,0,0,0,7,2,1,0,569,24,9,4,0.4,0.4,0.2,12,2,331,448,73.9,25,268,17,16,9,5936,2260,154,185,83.2,112,145,77.2,43,76,56.6,0.1,3,19,2,0,401,46,9,1,2,18,21,5,2,1,0,1,13,16,16,6,2,8,26,30.8,18,1,3,33,41,0,66,194,290,88,10,569,56.3,7,43.8,1602,742,10,2,16,12,326,25,0,12,9,1,0,0,0,56,23,26,46.9
Tottenham Hotspur,West Bromwich Albion,2017-11-25,1,1,0,0,25,5,1,0,844,15,5,3,1.8,1.8,1.6,44,1,634,756,83.9,99,451,37,23,17,12139,3972,238,268,88.8,323,364,88.7,69,106,65.1,1.2,19,81,10,3,694,60,18,0,8,35,28,8,0,7,0,2,10,12,7,7,1,7,17,41.2,10,0,3,20,10,1,35,141,421,292,29,844,73.9,6,26.1,2775,1541,16,10,13,14,631,99,0,10,12,2,0,0,0,49,21,26,44.7,1,1,0,0,5,2,4,0,432,20,13,15,0.7,0.7,0.6,7,1,203,300,67.7,12,184,8,17,10,4390,2305,87,107,81.3,70,95,73.7,42,82,51.2,0.3,4,15,1,1,249,45,11,0,1,9,19,0,0,0,0,6,4,14,16,3,1,6,23,26.1,17,10,5,33,46,0,95,219,159,60,7,432,58.8,7,41.2,976,463,8,2,20,8,200,12,0,13,9,6,0,0,0,54,26,21,55.3
Manchester United,Brighton & Hove Albion,2017-11-25,0,0,0,0,15,4,0,0,705,10,14,9,1.3,1.3,0.8,26,0,504,619,81.4,48,415,33,24,18,8138,2626,247,277,89.2,181,217,83.4,46,76,60.5,1.4,12,39,7,3,572,45,10,2,3,27,22,5,2,3,0,2,13,7,3,4,3,2,7,28.6,5,3,6,24,15,0,40,139,341,229,24,705,75.0,6,25.0,2483,1464,25,9,13,12,500,47,0,9,9,2,0,0,0,71,14,14,50.0,0,0,0,0,8,2,2,0,569,18,14,11,0.5,0.5,0.5,16,0,333,444,75.0,33,281,18,7,5,6122,2374,145,169,85.8,122,151,80.8,51,97,52.6,0.7,7,25,4,2,405,38,11,2,6,17,17,0,0,0,0,1,7,14,11,7,0,6,24,25.0,18,4,7,32,35,0,74,237,237,100,17,569,71.4,2,28.6,1760,1011,4,5,20,8,333,33,0,9,9,1,0,0,1,71,14,14,50.0
Swansea City,Bournemouth,2017-11-25,0,0,0,0,10,1,4,0,588,17,15,9,0.9,0.9,0.3,18,0,369,492,75.0,37,354,16,11,10,6803,2592,170,190,89.5,137,178,77.0,46,88,52.3,0.4,5,32,6,1,447,42,7,1,1,18,23,4,4,0,0,3,12,13,2,10,5,6,19,31.6,13,2,7,32,28,0,65,177,276,143,14,588,90.9,1,9.1,1729,828,12,7,11,15,367,37,0,18,5,3,0,0,0,63,18,16,52.9,0,0,0,0,9,5,2,0,640,16,11,14,0.4,0.4,0.3,18,0,415,522,79.5,46,293,21,19,13,7999,3154,155,188,82.4,212,241,88.0,46,89,51.7,0.4,6,36,8,2,463,58,20,1,7,22,21,5,3,0,0,1,10,11,8,8,0,1,11,9.1,10,3,11,27,32,1,57,205,311,130,14,640,68.4,6,31.6,1733,853,13,2,15,11,413,46,0,6,17,1,0,0,0,54,16,18,47.1
Crystal Palace,Stoke City,2017-11-25,2,1,0,0,10,5,1,0,676,27,11,10,1.4,1.4,0.7,18,3,423,561,75.4,56,380,21,16,9,7321,2821,187,224,83.5,198,239,82.8,28,76,36.8,0.9,7,38,8,1,500,59,6,0,0,23,38,5,2,3,0,2,11,21,14,10,3,10,23,43.5,13,1,9,38,22,0,50,203,299,184,20,676,56.3,7,43.8,1877,1038,20,5,23,13,421,55,0,9,4,2,0,0,0,55,13,15,46.4,1,1,0,0,10,3,1,0,621,20,23,12,0.7,0.7,0.5,17,2,363,483,75.2,44,324,15,23,13,5792,2342,181,199,91.0,114,156,73.1,37,76,48.7,0.9,6,35,6,2,421,61,10,4,4,15,38,2,1,0,0,1,12,15,12,6,2,7,16,43.8,9,3,9,43,31,0,54,169,285,177,13,621,56.5,10,43.5,1885,959,16,2,16,17,359,43,0,5,9,1,0,0,0,64,15,13,53.6
Newcastle United,Watford,2017-11-25,0,0,0,0,12,2,1,0,656,12,21,14,0.9,0.9,0.8,19,0,406,538,75.5,42,378,24,23,11,6824,2677,215,235,91.5,138,181,76.2,40,91,44.0,1.1,11,32,9,3,475,59,14,4,3,24,26,6,4,2,0,4,7,8,6,6,0,3,7,42.9,4,1,13,33,23,0,57,187,318,164,28,656,47.8,12,52.2,2013,1112,23,7,11,15,398,40,0,8,13,4,0,0,1,64,28,23,54.9,2,2,0,0,12,4,2,0,596,27,13,9,2.0,2.0,2.0,22,4,336,482,69.7,35,303,17,7,4,5877,2570,170,207,82.1,110,147,74.8,43,91,47.3,1.5,12,34,9,2,437,44,12,1,4,15,19,3,2,1,0,1,14,19,12,12,3,12,23,52.2,11,5,4,40,35,0,85,229,250,118,21,596,57.1,3,42.9,1437,748,6,4,13,9,334,35,0,13,7,1,0,0,0,56,23,28,45.1
